Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
goodbody,odo proudfoot,PERSON-PERSON,CO_OCCURRENCE,"Burrows, Bolger, Bracegirdle, Brockhouse, Goodbody, Hornblower, and Proudfoot began to talk at once. It was generally agreed that the joke was in very bad taste, and more food and drink were needed to cure the guests of shock and annoyance. 'He's mad. I always said so,' was probably the most",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,9,1,1,[N/A]
angelica,milo burrows,PERSON-PERSON,CO_OCCURRENCE,"MILO BURROWS, hoping it will be useful, from B.B.,_ on a gold pen and ink-bottle. Milo never answered letters. _For ANGELICA'S use, from Uncle Bilbo,_ on a round convex mirror. She was a young Baggins, and too obviously considered her face shapely. _For the collection of HUGO BRACEGIRDLE, from a",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,14,1,1,[N/A]
angelica,hugo bracegirdle,PERSON-PERSON,CO_OCCURRENCE,"ANGELICA'S use, from Uncle Bilbo,_ on a round convex mirror. She was a young Baggins, and too obviously considered her face shapely. _For the collection of HUGO BRACEGIRDLE, from a contributor,_ on an (empty) book-case. Hugo was a great borrower of books, and worse than usual at returning them. _For",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,7,1,1,[N/A]
hugo bracegirdle,milo burrows,PERSON-PERSON,CO_OCCURRENCE,"MILO BURROWS, hoping it will be useful, from B.B.,_ on a gold pen and ink-bottle. Milo never answered letters. _For ANGELICA'S use, from Uncle Bilbo,_ on a round convex mirror. She was a young Baggins, and too obviously considered her face shapely. _For the collection of HUGO BRACEGIRDLE, from a",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,16,1,1,[N/A]
odo proudfoot,sancho proudfoot,PERSON-PERSON,CO_OCCURRENCE,"Sancho Proudfoot (old Odo Proudfoot's grandson), who had begun an excavation in the larger pantry, where he thought there was an echo. The legend of Bilbo's gold excited both curiosity and hope; for legendary gold (mysteriously obtained, if not positively ill-gotten), is, as every one knows, any one's for the",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,9,1,1,[N/A]
northfarthing,overhill,LOCATION-LOCATION,CO_OCCURRENCE,"Overhill and goes up to the Northfarthing for the hunting. He _saw_ one.' 'Says he did, perhaps. Your Hal's always saying he's seen things; and maybe he sees things that ain't there.' 'But this one was as big as an elm tree, and walking – walking seven yards to a",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,9,2,1,[N/A]
northfarthing,your hal,LOCATION-PERSON,CO_OCCURRENCE,"Overhill and goes up to the Northfarthing for the hunting. He _saw_ one.' 'Says he did, perhaps. Your Hal's always saying he's seen things; and maybe he sees things that ain't there.' 'But this one was as big as an elm tree, and walking – walking seven yards to a",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,9,2,1,[N/A]
overhill,your hal,LOCATION-PERSON,CO_OCCURRENCE,"Overhill and goes up to the Northfarthing for the hunting. He _saw_ one.' 'Says he did, perhaps. Your Hal's always saying he's seen things; and maybe he sees things that ain't there.' 'But this one was as big as an elm tree, and walking – walking seven yards to a",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,10,2,1,[N/A]
elven-king,gil-galad,PERSON-PERSON,CO_OCCURRENCE,"to you, and that will be tale enough, this is all that I will say. It was Gil-galad, Elven-king and Elendil of Westernesse who overthrew Sauron, though they themselves perished in the deed; and Isildur Elendil's son cut the Ring from Sauron's hand and took it for his own. Then",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,7,2,1,[N/A]
esgaroth,wilderland,LOCATION-LOCATION,CO_OCCURRENCE,"to Esgaroth, and even to the streets of Dale, listening secretly and peering. Well, the news of the great events went far and wide in Wilderland, and many had heard Bilbo's name and knew where he came from. We had made no secret of our return journey to his home",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,5,2,1,[N/A]
my friend,wilderland,PERSON-LOCATION,CO_OCCURRENCE,"whole length of Wilderland, without hope, and without success. But at last, when I had given up the chase and turned to other parts, Gollum was found. My friend returned out of the great perils bringing the miserable creature with him. 'What he had been doing he would not say.",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,2,1,[N/A]
brandybuck,crickhollow,LOCATION-LOCATION,CO_OCCURRENCE,"Brandybuck is looking out for a nice little hole for me, or perhaps a small house.' As a matter of fact with Merry's help he had already chosen and bought a little house at Crickhollow in the country beyond Bucklebury. To all but Sam he pretended he was going to",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,3,1,[N/A]
eastfarthing,woodhall,LOCATION-LOCATION,CO_OCCURRENCE,"to Woodhall, and Stock, and the Bucklebury Ferry. It climbed away from the main road in the Water-valley, and wound over the skirts of the Green Hills towards Woody-End, a wild corner of the Eastfarthing. After a while they plunged into a deeply cloven track between tall trees that rustled",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,3,3,1,[N/A]
big people,southfarthing,ORGANIZATION-LOCATION,CO_OCCURRENCE,"of the world?' 'There are some Men about,' said Frodo. 'Down in the Southfarthing they have had trouble with Big People, I believe. But I have never heard of anything like this rider. I wonder where he comes from.' 'Begging your pardon,' put in Sam suddenly, 'I know where he",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,7,3,1,[N/A]
woodhall,yale,LOCATION-LOCATION,CO_OCCURRENCE,"it bent left and went down into the lowlands of the Yale making for Stock; but a lane branched right, winding through a wood of ancient oak-trees on its way to Woodhall. 'That is the way for us,' said Frodo. Not far from the road-meeting they came on the huge",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,3,3,1,[N/A]
netted stars,remmirath,LOCATION-LOCATION,CO_OCCURRENCE,"valley went out. Pippin fell asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted Stars, and slowly above the mists red Borgil rose, glowing like a jewel of fire. Then by some shift of airs all the mist was drawn away like a veil,",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,3,1,[N/A]
borgil,remmirath,LOCATION-LOCATION,CO_OCCURRENCE,"asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted Stars, and slowly above the mists red Borgil rose, glowing like a jewel of fire. Then by some shift of airs all the mist was drawn away like a veil, and there leaned up, as",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,6,3,1,[N/A]
borgil,netted stars,LOCATION-LOCATION,CO_OCCURRENCE,"valley went out. Pippin fell asleep, pillowed on a green hillock. Away high in the East swung Remmirath, the Netted Stars, and slowly above the mists red Borgil rose, glowing like a jewel of fire. Then by some shift of airs all the mist was drawn away like a veil,",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,3,1,[N/A]
ferry over country,woodhall,LOCATION-LOCATION,CO_OCCURRENCE,"leave Woodhall to their left, and to cut slanting through the woods that clustered along the eastern side of the hills, until they reached the flats beyond. Then they could make straight for the Ferry over country that was open, except for a few ditches and fences. Frodo reckoned they",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,21,4,1,[N/A]
marish,puddifoots of stock,PERSON-ORGANIZATION,CO_OCCURRENCE,"ahead. The Maggots, and the Puddifoots of Stock, and most of the inhabitants of the Marish, were house-dwellers; and this farm was stoutly built of brick and had a high wall all round it. There was a wide wooden gate opening out of the wall into the lane. Suddenly as",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,7,4,1,[N/A]
gorhendad oldbuck,oldbuck family,PERSON-ORGANIZATION,CO_OCCURRENCE,"Gorhendad Oldbuck, head of the Oldbuck family, one of the oldest in the Marish or indeed in the Shire, had crossed the river, which was the original boundary of the land eastwards. He built (and excavated) Brandy Hall, changed his name to Brandybuck, and settled down to become master of",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,5,1,[N/A]
marish,master of the hall,PERSON-PERSON,CO_OCCURRENCE,"Marish were friendly with the Bucklanders, and the authority of the Master of the Hall (as the head of the Brandybuck family was called) was still acknowledged by the farmers between Stock and Rushey. But most of the folk of the old Shire regarded the Bucklanders as peculiar, half foreigners",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,5,1,[N/A]
marish,rushey,PERSON-LOCATION,CO_OCCURRENCE,"Marish were friendly with the Bucklanders, and the authority of the Master of the Hall (as the head of the Brandybuck family was called) was still acknowledged by the farmers between Stock and Rushey. But most of the folk of the old Shire regarded the Bucklanders as peculiar, half foreigners",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,5,1,[N/A]
master of the hall,rushey,PERSON-LOCATION,CO_OCCURRENCE,"the Master of the Hall (as the head of the Brandybuck family was called) was still acknowledged by the farmers between Stock and Rushey. But most of the folk of the old Shire regarded the Bucklanders as peculiar, half foreigners as it were. Though, as a matter of fact, they",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,3,5,1,[N/A]
haysend,high hay,LOCATION-LOCATION,CO_OCCURRENCE,"High Hay. It had been planted many generations ago, and was now thick and tail, for it was constantly tended. It ran all the way from Brandywine Bridge, in a big loop curving away from the river, to Haysend (where the Withywindle flowed out of the Forest into the Brandywine):",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,5,1,[N/A]
marish,young frodo,PERSON-PERSON,CO_OCCURRENCE,"fact which partly explains young Frodo's long expeditions to the renowned fields of the Marish, and the wrath of the injured Maggot. On this occasion there was plenty for all, even according to hobbit standards. There were also many other things to follow, and when they had finished even Fatty",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,8,5,1,[N/A]
big people,marish,ORGANIZATION-PERSON,CO_OCCURRENCE,"mushrooms, surpassing even the greediest likings of Big People. A fact which partly explains young Frodo's long expeditions to the renowned fields of the Marish, and the wrath of the injured Maggot. On this occasion there was plenty for all, even according to hobbit standards. There were also many other",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,5,1,[N/A]
big people,young frodo,ORGANIZATION-PERSON,CO_OCCURRENCE,"mushrooms, surpassing even the greediest likings of Big People. A fact which partly explains young Frodo's long expeditions to the renowned fields of the Marish, and the wrath of the injured Maggot. On this occasion there was plenty for all, even according to hobbit standards. There were also many other",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,1,5,1,[N/A]
bridgefields,budgeford,LOCATION-LOCATION,CO_OCCURRENCE,"Eastfarthing, from Budgeford in Bridgefields in fact, but he had never been over the Brandywine Bridge. His task, according to the original plans of the conspirators, was to stay behind and deal with inquisitive folk, and to keep up as long as possible the pretence that Mr. Baggins was still",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,10,5,1,[N/A]
bridgefields,eastfarthing,LOCATION-LOCATION,CO_OCCURRENCE,"Eastfarthing, from Budgeford in Bridgefields in fact, but he had never been over the Brandywine Bridge. His task, according to the original plans of the conspirators, was to stay behind and deal with inquisitive folk, and to keep up as long as possible the pretence that Mr. Baggins was still",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,10,5,1,[N/A]
budgeford,eastfarthing,LOCATION-LOCATION,CO_OCCURRENCE,"Eastfarthing, from Budgeford in Bridgefields in fact, but he had never been over the Brandywine Bridge. His task, according to the original plans of the conspirators, was to stay behind and deal with inquisitive folk, and to keep up as long as possible the pretence that Mr. Baggins was still",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,10,5,1,[N/A]
sharp-ears,swish-tail,PERSON-PERSON,CO_OCCURRENCE,"here, there or yonder? Sharp-ears, Wise-nose, Swish-tail and Bumpkin, White-socks my little lad, and old Fatty Lumpkin! So he sang, running fast, tossing up his hat and catching it, until he was hidden by a fold of the ground: but for some time his _hey now! hoy now!_came floating back",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,9,8,1,[N/A]
eastfarthing,old took,LOCATION-PERSON,CO_OCCURRENCE,"the Eastfarthing; but though their link land was not much further than a day's riding east of the Brandywine Bridge, the Hobbits of the Shire now seldom visited it. An occasional Bucklander or adventurous Took would come out to the Inn for a night or two, but even that was",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,3,9,1,[N/A]
old took,outsiders,PERSON-ORGANIZATION,CO_OCCURRENCE,"occasional Bucklander or adventurous Took would come out to the Inn for a night or two, but even that was becoming less and less usual. The Shire-hobbits referred to those of Bree, and to any others that lived beyond the borders, as Outsiders, and took very little interest in them,",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
appledore,brockhouse,LOCATION-PERSON,CO_OCCURRENCE,"Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were used in the Shire. There were several Underhills from Saddle,",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,3,9,1,[N/A]
appledore,goatleaf,LOCATION-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
appledore,heathertoes,LOCATION-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
appledore,rushlight,LOCATION-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
brockhouse,goatleaf,PERSON-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
brockhouse,heathertoes,PERSON-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
brockhouse,rushlight,PERSON-LOCATION,CO_OCCURRENCE,"to the Shire-folk rather odd) names, like Rushlight, Goatleaf, Heathertoes, Appledore, Thistlewool and Ferny (not to mention Butterbur). Some of the hobbits had similar names. The Mugworts, for instance, seemed numerous. But most of them had natural names, such as Banks, Brockhouse, Longholes, Sandheaver, and Tunnelly, many of which were",C:\Coding\LOTR-Extractor\LOTR_Text\01 - The Fellowship Of The Ring.txt,2,9,1,[N/A]
